Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
20202,12292800,JE141401,02/13/2021 05:00:00 PM,053XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,923,9,14.0,63,14,1160608.0,1869244.0,2021,02/20/2021 03:50:23 PM,41.796899161999995,-87.686565791,"(41.796899162, -87.686565791)"
19737,12290928,JE138743,01/27/2021 03:00:00 AM,118XX S LAFAYETTE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,522,5,34.0,53,14,1178039.0,1826542.0,2021,02/19/2021 03:45:56 PM,41.679341961,-87.623935414,"(41.679341961, -87.623935414)"
42428,12328111,JE184629,03/30/2021 06:30:00 PM,039XX W DAKIN ST,0560,ASSAULT,SIMPLE,STREET,False,False,1732,17,45.0,16,08A,1149345.0,1925953.0,2021,04/06/2021 05:03:58 PM,41.952740262,-87.72639838799999,"(41.952740262, -87.726398388)"
45802,12335823,JE194089,04/04/2021 01:30:00 PM,041XX S HALSTED ST,1120,DECEPTIVE PRACTICE,FORGERY,SIDEWALK,False,False,925,9,11.0,61,10,1171649.0,1877732.0,2021,04/13/2021 05:20:07 PM,41.819956012,-87.645828245,"(41.819956012, -87.645828245)"
18723,12290823,JE138545,02/11/2021 08:33:00 AM,003XX E 47TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,215,2,3.0,38,04A,1178930.0,1873923.0,2021,02/19/2021 03:45:56 PM,41.809340827,-87.61923473799999,"(41.809340827, -87.619234738)"
29511,12298984,JE149393,02/20/2021 09:00:00 PM,087XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2222,22,21.0,71,08B,1169189.0,1846772.0,2021,03/12/2021 03:51:55 PM,41.73505164,-87.655747456,"(41.73505164, -87.655747456)"
33996,12314746,JE168362,03/13/2021 11:30:00 PM,052XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,923,9,14.0,63,08B,1156930.0,1869816.0,2021,03/20/2021 04:52:03 PM,41.798543955,-87.700038069,"(41.798543955, -87.700038069)"
31868,12311195,JE164127,03/09/2021 06:05:00 PM,001XX W JACKSON BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,DEPARTMENT STORE,False,False,122,1,42.0,32,11,1175505.0,1898969.0,2021,03/16/2021 04:52:52 PM,41.878146384000004,-87.631045747,"(41.878146384, -87.631045747)"
23859,12299418,JE149764,02/22/2021 05:05:00 PM,086XX S COLFAX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4,7.0,46,14,1194991.0,1848290.0,2021,03/01/2021 03:46:28 PM,41.738620851,-87.561171069,"(41.738620851, -87.561171069)"
38556,12321753,JE176844,03/22/2021 10:30:00 PM,122XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,523,5,9.0,53,14,1178459.0,1823847.0,2021,03/29/2021 04:53:03 PM,41.671936971,-87.622479429,"(41.671936971, -87.622479429)"
48430,12337539,JE196261,04/11/2021 11:30:00 AM,031XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,831,8,17.0,66,14,1156714.0,1860033.0,2021,04/18/2021 05:28:06 PM,41.771702359,-87.701093997,"(41.771702359, -87.701093997)"
30747,12311210,JE164084,03/07/2021 09:00:00 AM,034XX W ADAMS ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1123,11,28.0,27,11,1153365.0,1898858.0,2021,03/14/2021 04:50:05 PM,41.878310147,-87.712341776,"(41.878310147, -87.712341776)"
1259,12263508,JE105800,01/06/2021 02:00:00 PM,095XX S CALUMET AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,511,5,9.0,49,06,1180261.0,1841811.0,2021,01/16/2021 03:49:23 PM,41.721191685,-87.615336067,"(41.721191685, -87.615336067)"
46005,12336998,JE195718,03/20/2021 12:00:00 AM,061XX S VERNON AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,313,3,20.0,42,06,1180304.0,1864441.0,2021,04/13/2021 05:20:07 PM,41.783289931,-87.614486024,"(41.783289931, -87.614486024)"
49827,12340608,JE199737,04/14/2021 11:53:00 PM,063XX S PARNELL AVE,0810,THEFT,OVER $500,APARTMENT,False,True,722,7,20.0,68,06,1173711.0,1862717.0,2021,04/21/2021 04:52:37 PM,41.778707792,-87.63870909100002,"(41.778707792, -87.638709091)"
2637,12260687,JE102553,01/03/2021 11:48:00 PM,039XX S CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,921,9,12.0,58,14,1158344.0,1878243.0,2021,01/16/2021 03:49:23 PM,41.821640022,-87.69462292700001,"(41.821640022, -87.694622927)"
25202,12301630,JE151585,02/25/2021 06:00:00 AM,003XX E 131ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,533,5,9.0,54,08B,1180579.0,1818228.0,2021,03/04/2021 03:52:04 PM,41.656469322,-87.614891712,"(41.656469322, -87.614891712)"
44717,12332415,JE189163,04/04/2021 12:00:00 PM,070XX N ASHLAND BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,2423,24,49.0,1,14,1164485.0,1947250.0,2021,04/11/2021 05:07:26 PM,42.010872227,-87.67013683200001,"(42.010872227, -87.670136832)"
1383,12258548,JE100041,01/01/2021 12:37:00 AM,132XX S FORRESTVILLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,533,5,9.0,54,14,1182323.0,1817550.0,2021,01/16/2021 03:49:23 PM,41.65456872,-87.60853111,"(41.65456872, -87.60853111)"
38838,12322639,JE177895,03/23/2021 09:45:00 PM,017XX N MANGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2531,25,29.0,25,14,1137809.0,1910806.0,2021,03/30/2021 04:51:43 PM,41.911391615999996,-87.769172251,"(41.911391616, -87.769172251)"
12927,12279690,JE124550,01/27/2021 10:00:00 AM,117XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,532,5,9.0,53,14,1178939.0,1827284.0,2021,02/03/2021 03:58:22 PM,41.681357737,-87.62061858700001,"(41.681357737, -87.620618587)"
16691,12286537,JE133062,02/05/2021 08:00:00 AM,085XX W CATALPA AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1614,16,41.0,76,08A,1118443.0,1935416.0,2021,02/12/2021 03:49:04 PM,41.979252223,-87.83979778,"(41.979252223, -87.83979778)"
26769,12302731,JE153921,02/27/2021 11:20:00 AM,010XX N AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1112,11,37.0,23,08B,1150530.0,1906631.0,2021,03/06/2021 03:50:24 PM,41.899695895,-87.72254818799999,"(41.899695895, -87.722548188)"
21171,12294985,JE143393,02/16/2021 08:00:00 PM,090XX S DAUPHIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,633,6,8.0,44,08B,1183679.0,1845040.0,2021,02/23/2021 03:48:18 PM,41.729973529,-87.60271636600002,"(41.729973529, -87.602716366)"
49049,12339385,JE198150,04/13/2021 11:30:00 AM,105XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,512,5,9.0,49,08B,1179449.0,1835048.0,2021,04/20/2021 04:49:35 PM,41.702651664,-87.61851588100002,"(41.702651664, -87.618515881)"
25638,12305024,JE156655,01/15/2021 06:00:00 PM,030XX W CHICAGO AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1211,12,27.0,23,06,1156062.0,1905176.0,2021,03/04/2021 03:49:38 PM,41.89559337,-87.702268345,"(41.89559337, -87.702268345)"
292,12263293,JE105611,01/07/2021 03:00:00 AM,030XX W GEORGE ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1411,14,33.0,21,04B,1155793.0,1919128.0,2021,01/16/2021 03:49:23 PM,41.933884239,-87.70287964399998,"(41.933884239, -87.702879644)"
30954,12309506,JE162024,03/07/2021 04:37:00 PM,039XX W MONROE ST,041A,BATTERY,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1122,11,28.0,26,04B,1150070.0,1899369.0,2021,03/14/2021 04:50:05 PM,41.879777172,-87.724427063,"(41.879777172, -87.724427063)"
25497,12306761,JE158767,02/16/2021 02:00:00 PM,016XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1231,12,27.0,28,14,1165595.0,1898695.0,2021,03/06/2021 03:48:05 PM,41.877611259,-87.667440596,"(41.877611259, -87.667440596)"
43847,12335844,JE194150,03/21/2021 12:00:00 PM,072XX S SOUTH SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,334,3,7.0,43,11,1194878.0,1857803.0,2021,04/13/2021 05:20:07 PM,41.764728045,-87.56127231200001,"(41.764728045, -87.561272312)"
38776,12326490,JE182056,03/21/2021 06:10:00 PM,001XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,111,1,42.0,32,06,1175910.0,1901569.0,2021,03/30/2021 04:49:43 PM,41.88527183,-87.62948040100002,"(41.88527183, -87.629480401)"
20524,12293053,JE141720,02/14/2021 04:51:00 PM,013XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,612,6,17.0,71,08B,1168669.0,1854374.0,2021,02/21/2021 03:48:47 PM,41.755923803,-87.65743376,"(41.755923803, -87.65743376)"
41754,12327425,JE183670,03/29/2021 08:45:00 PM,007XX W 71ST ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,732,7,6.0,68,04A,1172792.0,1857801.0,2021,04/05/2021 05:04:35 PM,41.765238030999996,-87.64222302399997,"(41.765238031, -87.642223024)"
12117,12279589,JE123550,01/25/2021 10:30:00 PM,119XX S EGGLESTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,522,5,34.0,53,04A,1175442.0,1825784.0,2021,02/01/2021 03:48:35 PM,41.677320173000005,-87.633464029,"(41.677320173, -87.633464029)"
33079,12312980,JE166164,03/11/2021 04:00:00 PM,082XX S ELLIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,631,6,8.0,44,14,1184328.0,1850665.0,2021,03/18/2021 04:52:21 PM,41.745394001,-87.600163368,"(41.745394001, -87.600163368)"
1453,12266887,JE109673,01/04/2021 03:00:00 PM,044XX W ADAMS ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1113,11,28.0,26,11,1146796.0,1898643.0,2021,01/16/2021 03:49:23 PM,41.877848056,-87.736467395,"(41.877848056, -87.736467395)"
19123,12291363,JE138558,01/28/2021 08:00:00 AM,008XX E 38TH ST,0560,ASSAULT,SIMPLE,STREET,False,False,212,2,4.0,36,08A,1182120.0,1880085.0,2021,02/19/2021 03:45:56 PM,41.826176486,-87.60734356,"(41.826176486, -87.60734356)"
36946,12319250,JE173828,03/19/2021 09:20:00 PM,014XX E 71ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,324,3,8.0,43,14,1187117.0,1857876.0,2021,03/26/2021 05:00:56 PM,41.765116,-87.58971574200001,"(41.765116, -87.589715742)"
45832,12336996,JE195443,04/01/2021 01:29:00 PM,019XX S WABASH AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,131,1,3.0,33,06,1177062.0,1890950.0,2021,04/13/2021 05:20:07 PM,41.856106646,-87.625571623,"(41.856106646, -87.625571623)"
14593,12281938,JE127323,01/30/2021 07:30:00 AM,082XX S MAY ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,613,6,21.0,71,08A,1170087.0,1850169.0,2021,02/06/2021 03:52:06 PM,41.744354032,-87.65235907799999,"(41.744354032, -87.652359078)"
28608,12309654,JE162207,03/03/2021 10:00:00 PM,055XX S EVERETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,235,2,5.0,41,08B,1188986.0,1868593.0,2021,03/10/2021 03:48:52 PM,41.79447974,-87.582522436,"(41.79447974, -87.582522436)"
41592,12327435,JE183642,03/29/2021 07:35:00 PM,078XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,421,4,7.0,43,08B,1194547.0,1853564.0,2021,04/05/2021 05:04:35 PM,41.753104057,-87.56262469,"(41.753104057, -87.56262469)"
31313,12311186,JE163735,03/08/2021 07:00:00 PM,041XX N LAWNDALE AVE,0810,THEFT,OVER $500,STREET,False,False,1723,17,35.0,16,06,1150983.0,1927313.0,2021,03/15/2021 04:48:08 PM,41.956440211,-87.72034121700001,"(41.956440211, -87.720341217)"
6183,12269100,JE112240,01/14/2021 07:59:00 AM,080XX S CHAMPLAIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,631,6,6.0,44,08A,1181960.0,1851861.0,2021,01/21/2021 03:51:43 PM,41.748730995,-87.60880314299999,"(41.748730995, -87.608803143)"
22962,12301035,JE151870,01/27/2021 12:00:00 AM,014XX W HENDERSON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1922,19,44.0,6,11,1166165.0,1922344.0,2021,02/27/2021 03:44:15 PM,41.942493484,-87.664670789,"(41.942493484, -87.664670789)"
21043,12294147,JE143197,02/16/2021 10:00:00 AM,014XX N SEDGWICK ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1821,18,27.0,8,08A,1173383.0,1909988.0,2021,02/23/2021 03:48:18 PM,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
2622,12262371,JE104524,01/05/2021 09:34:00 PM,002XX N ST LOUIS AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,1123,11,28.0,27,04B,1153012.0,1901346.0,2021,01/16/2021 03:49:23 PM,41.88514448,-87.713571949,"(41.88514448, -87.713571949)"
38078,12321867,JE176986,03/22/2021 05:30:00 PM,039XX W 64TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,823,8,13.0,65,06,1151216.0,1861868.0,2021,03/29/2021 04:53:03 PM,41.776847034,-87.721200223,"(41.776847034, -87.721200223)"
28898,12305685,JE157461,03/03/2021 12:05:00 AM,026XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1023,10,24.0,30,08B,1159036.0,1889294.0,2021,03/10/2021 03:48:52 PM,41.851951085,-87.691781493,"(41.851951085, -87.691781493)"
36433,12319077,JE173611,03/18/2021 04:19:00 PM,013XX N KILDARE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2534,25,37.0,23,06,1147470.0,1908417.0,2021,03/25/2021 04:55:39 PM,41.904656098000004,-87.73374183,"(41.904656098, -87.73374183)"
24863,12304497,JE156029,02/03/2021 05:00:00 PM,033XX W FILLMORE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,POLICE FACILITY / VEHICLE PARKING LOT,False,False,1134,11,24.0,29,11,1154228.0,1895173.0,2021,03/03/2021 03:44:52 PM,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
32233,12313440,JE166722,03/10/2021 11:10:00 PM,072XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,False,False,733,7,6.0,68,14,1170565.0,1856840.0,2021,03/17/2021 04:51:25 PM,41.762649738,-87.650413609,"(41.762649738, -87.650413609)"
4011,12265304,JE107959,01/08/2021 06:30:00 PM,060XX S RICHMOND ST,0810,THEFT,OVER $500,SIDEWALK,False,False,823,8,16.0,66,06,1157746.0,1864547.0,2021,01/16/2021 03:49:23 PM,41.784068551,-87.697188584,"(41.784068551, -87.697188584)"
23132,12297409,JE147530,02/21/2021 01:30:00 AM,008XX N STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,False,False,1832,18,2.0,8,06,1176223.0,1905805.0,2021,02/28/2021 03:48:02 PM,41.896888585999996,-87.628203192,"(41.896888586, -87.628203192)"
24365,12299258,JE149659,02/23/2021 09:45:00 AM,102XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2232,22,34.0,73,08B,1172120.0,1836970.0,2021,03/02/2021 03:50:05 PM,41.708089721,-87.645296501,"(41.708089721, -87.645296501)"
33230,12314021,JE167400,03/12/2021 02:00:00 PM,013XX W TOUHY AVE,0460,BATTERY,SIMPLE,STREET,False,False,2423,24,49.0,1,08B,1165991.0,1947968.0,2021,03/19/2021 04:51:13 PM,42.012810281,-87.66457504799999,"(42.012810281, -87.664575048)"
1187,12264635,JE107278,01/07/2021 03:00:00 PM,068XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,723,7,6.0,68,06,1172516.0,1859460.0,2021,01/16/2021 03:49:23 PM,41.769796608,-87.643185854,"(41.769796608, -87.643185854)"
6543,12273484,JE117301,01/14/2021 04:00:00 PM,017XX W CARMEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2032,20,40.0,3,06,1163764.0,1933914.0,2021,01/21/2021 03:51:43 PM,41.97429315,-87.673167936,"(41.97429315, -87.673167936)"
48347,12338562,JE197536,04/11/2021 07:00:00 PM,028XX N MOODY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,2511,25,30.0,19,14,1134911.0,1918294.0,2021,04/18/2021 05:28:06 PM,41.931991382,-87.779641124,"(41.931991382, -87.779641124)"
36944,12319223,JE173754,03/19/2021 07:36:00 PM,009XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,624,6,8.0,69,08B,1184039.0,1852826.0,2021,03/26/2021 05:00:56 PM,41.751330763,-87.601154923,"(41.751330763, -87.601154923)"
11457,12277356,JE121818,01/24/2021 10:39:00 AM,038XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,212,2,4.0,35,06,1179489.0,1879516.0,2021,01/31/2021 03:48:03 PM,41.824675709,-87.617013434,"(41.824675709, -87.617013434)"
45966,12333136,JE190800,04/06/2021 02:50:00 AM,082XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,8.0,44,08B,1183668.0,1850583.0,2021,04/13/2021 05:27:07 PM,41.74518439,-87.602584248,"(41.74518439, -87.602584248)"
47409,12340204,JE199450,03/09/2021 12:00:00 PM,001XX E PERSHING RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,212,2,3.0,35,11,1177977.0,1879171.0,2021,04/16/2021 05:19:24 PM,41.82376346,-87.62257092700001,"(41.82376346, -87.622570927)"
27151,12304987,JE156591,03/01/2021 06:55:00 PM,036XX N OCONTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1631,16,38.0,17,14,1127099.0,1923300.0,2021,03/08/2021 03:55:51 PM,41.945863308,-87.80823701899998,"(41.945863308, -87.808237019)"
28913,12307265,JE158649,03/03/2021 08:45:00 PM,072XX S SOUTH SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,334,3,7.0,43,11,1194878.0,1857803.0,2021,03/10/2021 03:48:52 PM,41.764728045,-87.56127231200001,"(41.764728045, -87.561272312)"
14226,12281046,JE126257,01/29/2021 03:00:00 AM,004XX E 134TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,533,5,9.0,54,06,1181693.0,1816558.0,2021,02/05/2021 03:47:46 PM,41.651861030999996,-87.61086669299999,"(41.651861031, -87.610866693)"
26873,12304719,JE156337,03/01/2021 06:00:00 PM,031XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,2523,25,30.0,21,08B,1150693.0,1920488.0,2021,03/08/2021 03:55:51 PM,41.937717573,-87.72158641799999,"(41.937717573, -87.721586418)"
38819,12322659,JE177903,03/23/2021 10:50:00 PM,118XX S CAMPBELL AVE,0560,ASSAULT,SIMPLE,STREET,False,True,2212,22,19.0,75,08A,1161853.0,1826151.0,2021,03/30/2021 04:51:43 PM,41.678619422,-87.68319400700001,"(41.678619422, -87.683194007)"
